"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.011009, 1, 0.011009, x1='0.5972836315631866',x2='0.12586811650544405'
